QSPY 6.9.2 Copyright (c) 2005-2020 Quantum Leaps
Documentation: https://www.state-machine.com/qtools/qspy.html
3512952005 MP-Put   Obj=EvtPool1,Free=9
3512952024 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3512952039 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3512952052 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3512952067 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3512952082 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3512952096 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3512952120 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=134,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::eating
3512952140 ===>Tran Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3512952159 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3512952173 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3512952187 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3512952206 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3512952220 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3512952235 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3512952249 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3512952263 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3512952278 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3512952297 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3512952311 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3512952325 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3512952339 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3512952353 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
3513558065 TE0-Post Obj=Philo::inst[1].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[1]
3513558093 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3513558335 AO-GetL  Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3513558359 Disp===> Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking
3513558387 TE0-DisA Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
===RTC===> St-Exit  Obj=Philo::inst[1],State=Philo::thinking
3513558410 MP-Get   Obj=EvtPool1,Free=9,Min=7
3513558429 QF-New   Sig=HUNGRY_SIG,Size=6
3513558448 AO-Post  Sdr=Philo::inst[1],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::hungry
3513558467 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3513558482 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3513558496 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3513558734 PHILO_STAT 1 hungry  
3513558753 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3513558768 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3513558787 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3516489682 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3516489711 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3516490379 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3516490418 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking
3516490441 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::thinking
3516490464 MP-Get   Obj=EvtPool1,Free=9,Min=7
3516490478 QF-New   Sig=HUNGRY_SIG,Size=6
3516490497 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::hungry
3516490526 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3516490545 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3516490564 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3516490946 PHILO_STAT 4 hungry  
3516490965 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3516490975 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3516490999 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3521640096 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3521640120 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3521640784 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3521640817 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking
3521640854 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::thinking
3521640882 MP-Get   Obj=EvtPool1,Free=9,Min=7
3521640901 QF-New   Sig=HUNGRY_SIG,Size=6
3521640921 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::hungry
3521640944 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3521640968 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3521640982 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3521641359 PHILO_STAT 2 hungry  
3521641379 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3521641398 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3521641423 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3526489780 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3526489814 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3526490332 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3526490357 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating
3526490386 MP-Get   Obj=EvtPool1,Free=9,Min=7
3526490405 QF-New   Sig=DONE_SIG,Size=6
3526490424 QF-Pub   Sdr=Philo::inst[3],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3526490443 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3526490462 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3526490476 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::eating
3526490495 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=98,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::thinking
3526490513 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3526490533 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3526490548 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3526490871 PHILO_STAT 3 thinking
3526490891 MP-Get   Obj=EvtPool1,Free=8,Min=7
3526490904 QF-New   Sig=EAT_SIG,Size=6
3526490919 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3526490938 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3526490958 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3526490972 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3526490986 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3526491006 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3526491020 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3526491101 PHILO_STAT 2 eating  
3526491115 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3526491134 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3526491157 MP-Put   Obj=EvtPool1,Free=9
3526491166 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3526491185 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3526491200 =>Ignore Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3526491210 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3526491229 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3526491248 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3526491263 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3526491282 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3526491296 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3526491316 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3526491335 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=111,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::eating
3526491359 ===>Tran Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3526491378 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3526491392 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3526491411 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3526491430 =>Ignore Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3526491444 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3526491458 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3526491476 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3526491495 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3526491514 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3526491528 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
3529419570 TE0-Post Obj=Philo::inst[0].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[0]
3529419599 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3529419870 AO-GetL  Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3529419894 Disp===> Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::eating
3529419923 MP-Get   Obj=EvtPool1,Free=9,Min=7
3529419942 QF-New   Sig=DONE_SIG,Size=6
3529419957 QF-Pub   Sdr=Philo::inst[0],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3529419976 AO-Post  Sdr=Philo::inst[0],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3529419995 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3529420010 TE0-DisA Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
===RTC===> St-Exit  Obj=Philo::inst[0],State=Philo::eating
3529420034 TE0-Arm  Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0],Tim=66,Int=0
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::thinking
3529420053 ===>Tran Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3529420067 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3529420081 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3529420368 PHILO_STAT 0 thinking
3529420386 MP-Get   Obj=EvtPool1,Free=8,Min=7
3529420400 QF-New   Sig=EAT_SIG,Size=6
3529420425 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3529420444 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3529420458 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3529420467 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3529420486 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3529420504 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3529420529 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3529420577 PHILO_STAT 4 eating  
3529420602 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3529420616 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3529420635 MP-Put   Obj=EvtPool1,Free=9
3529420654 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3529420668 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3529420692 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=123,Int=0
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::eating
3529420711 ===>Tran Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3529420734 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3529420753 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3529420768 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3529420787 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3529420805 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3529420819 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3529420839 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3529420858 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3529420877 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3529420896 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3529420911 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3529420935 =>Ignore Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3529420954 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3529420974 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3529420993 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::thinking
3529421016 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::thinking
3529421035 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3529421053 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
3536089160 TE0-Post Obj=Philo::inst[0].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[0]
3536089198 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3536090452 AO-GetL  Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3536090494 Disp===> Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::thinking
3536090537 TE0-DisA Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
===RTC===> St-Exit  Obj=Philo::inst[0],State=Philo::thinking
3536090560 MP-Get   Obj=EvtPool1,Free=9,Min=7
3536090579 QF-New   Sig=HUNGRY_SIG,Size=6
3536090598 AO-Post  Sdr=Philo::inst[0],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::hungry
3536090622 ===>Tran Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3536090641 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3536090659 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3536091016 PHILO_STAT 0 hungry  
3536091039 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3536091053 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3536091073 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3536394503 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3536394531 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3536394965 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3536394989 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking
3536395018 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::thinking
3536395052 MP-Get   Obj=EvtPool1,Free=9,Min=7
3536395071 QF-New   Sig=HUNGRY_SIG,Size=6
3536395090 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::hungry
3536395114 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3536395133 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3536395157 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3536395795 PHILO_STAT 3 hungry  
3536395814 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3536395838 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3536395857 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3537708474 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3537708599 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3537709186 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3537709219 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating
3537709258 MP-Get   Obj=EvtPool1,Free=9,Min=7
3537709277 QF-New   Sig=DONE_SIG,Size=6
3537709296 QF-Pub   Sdr=Philo::inst[2],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3537709305 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3537709330 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3537709348 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::eating
3537709373 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=115,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::thinking
3537709392 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3537709406 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3537709420 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3537709739 PHILO_STAT 2 thinking
3537709758 MP-Get   Obj=EvtPool1,Free=8,Min=7
3537709767 QF-New   Sig=EAT_SIG,Size=6
3537709786 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3537709805 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3537709830 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3537709849 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3537709868 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3537709887 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3537709906 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3537710021 PHILO_STAT 1 eating  
3537710040 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3537710068 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3537710264 MP-Put   Obj=EvtPool1,Free=9
3537710430 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3537710449 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3537710483 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3537710497 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3537710517 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3537710532 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3537710560 =>Ignore Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3537710613 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3537710636 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3537710654 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3537710678 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3537710698 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3537710717 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3537710731 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3537710759 TE0-Arm  Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1],Tim=158,Int=0
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::eating
3537710783 ===>Tran Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3537710807 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3537710822 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3537710842 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3537710861 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3537710875 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3537710899 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3541849979 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3541850008 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3541850352 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3541850372 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating
3541850410 MP-Get   Obj=EvtPool1,Free=9,Min=7
3541850424 QF-New   Sig=DONE_SIG,Size=6
3541850448 QF-Pub   Sdr=Philo::inst[4],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3541850466 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3541850490 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3541850509 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::eating
3541850532 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=76,Int=0
